frame_idx,spatial_center,spatial_R,spatial_G,spatial_B,temporal_auto,motion_corr,motion_mag_mean,entropy,obj_count,mean_area,mean_conf
75,1.0,1.0,1.0,1.0,0.40340992263673847,0.0011522715144577367,1.566841433486843e-06,7.813935451220467,4,165552.359375,0.5623420476913452
80,1.0,1.0,1.0,1.0,0.5063261345132245,-0.29494780039961843,1.6486931144754635e-06,7.816794340753196,3,147877.234375,0.6506767272949219
85,1.0,1.0,1.0,1.0,0.7013279300418548,-0.1902985349421209,2.0133115867793094e-06,7.806397534318558,3,146803.921875,0.7466878890991211
90,1.0,1.0,1.0,1.0,0.6619347286943065,-0.05113081675508697,1.6797209809737979e-06,7.804013171256085,3,152716.34375,0.638214647769928
95,1.0,1.0,1.0,1.0,0.5116516807244386,0.10618916996815206,1.5953016827552347e-06,7.808113681907063,3,161260.609375,0.7731797099113464
100,1.0,1.0,1.0,1.0,0.4301507452408392,0.13056758760258724,1.6248266092588892e-06,7.815372679461345,3,160662.859375,0.7418146729469299
105,1.0,1.0,1.0,1.0,0.43309268462335954,0.11974131498342101,1.511373852736142e-06,7.816660032894601,4,136033.34375,0.5778719782829285
110,1.0,1.0,1.0,1.0,0.4625558582382436,-0.06707387001210718,1.5552088825643295e-06,7.841692404146355,6,153075.390625,0.41268548369407654
115,1.0,1.0,1.0,1.0,0.4885049949413877,0.20879921908738622,1.7670047327555949e-06,7.856681716071582,3,151637.46875,0.7172364592552185
120,1.0,1.0,1.0,1.0,0.5365171002025415,-0.04252403759891137,1.8662852880879655e-06,7.865436473974254,5,165114.8125,0.46436697244644165
125,1.0,1.0,1.0,1.0,0.5883527856485256,0.15430692746132224,2.4187706912925933e-06,7.8519299356694265,5,153420.796875,0.4456140398979187
130,1.0,1.0,1.0,1.0,0.6587837577439867,0.05235984934874158,2.612573553051334e-06,7.846165056000747,1,44151.92578125,0.4456125497817993
135,1.0,1.0,1.0,1.0,0.6961833901584042,0.05898618197787128,1.9770641301875003e-06,7.8443458013108245,3,143503.109375,0.43944665789604187
140,1.0,1.0,1.0,1.0,0.706426014237584,0.04160536225797777,2.034397311945213e-06,7.855547664978713,4,69984.2734375,0.6117638945579529
145,1.0,1.0,1.0,1.0,0.7192540680210354,-0.06985329084569794,2.1130567802174482e-06,7.849948411393827,3,80082.84375,0.48992785811424255
150,1.0,1.0,1.0,1.0,0.702957740260451,0.010116599844980145,1.9155083919031313e-06,7.85390047907575,3,78478.625,0.4084298312664032
155,1.0,1.0,1.0,1.0,0.6917157365503818,0.055030636653037646,1.91739809451974e-06,7.852026005015453,3,76884.9296875,0.7714011073112488
160,1.0,1.0,1.0,1.0,0.6658678124990001,0.05947675087312855,1.9829569737339625e-06,7.874041608345811,3,125777.9765625,0.6063640117645264
165,1.0,1.0,1.0,1.0,0.6560153848601289,0.18981561149048637,1.9775529835897032e-06,7.856740932713968,2,176405.40625,0.7354865074157715
170,1.0,1.0,1.0,1.0,0.655994874987877,0.09211856632875702,1.8742359770840267e-06,7.860362572376777,3,131336.078125,0.4910961091518402
175,1.0,1.0,1.0,1.0,0.6560229774640088,0.18043967152350482,1.9031674582947744e-06,7.85545260302748,2,55048.7109375,0.47772955894470215
180,1.0,1.0,1.0,1.0,0.6516220607053704,0.2152038680901155,1.932281520566903e-06,7.857465625091057,1,59344.76953125,0.8068176507949829
185,1.0,1.0,1.0,1.0,0.6715237158698292,0.19750559640397897,1.939358753588749e-06,7.844383018172305,1,57342.046875,0.6794787049293518
190,1.0,1.0,1.0,1.0,0.6673592370035377,0.1737368216044293,1.8879040908359457e-06,7.840801977941291,2,75257.1171875,0.5970422029495239
195,1.0,1.0,1.0,1.0,0.6871859343545391,0.10932655689369009,1.865470380835177e-06,7.833080415344034,2,77386.34375,0.6700219511985779
200,1.0,1.0,1.0,1.0,0.7269844747355657,0.0005262545164218327,2.1903306333115324e-06,7.836828127464284,2,73323.984375,0.5867099761962891
205,1.0,1.0,1.0,1.0,0.7365955648414096,0.32189564590057385,2.314186758667347e-06,7.819513759351853,1,161451.703125,0.8986783623695374
210,1.0,1.0,1.0,1.0,0.7790756714563536,0.23608811615849173,2.9250675197545206e-06,7.820915714747375,1,152430.96875,0.8127729892730713
215,1.0,1.0,1.0,1.0,0.7764386517917038,0.24489025660049624,2.906485633502598e-06,7.828589019722405,1,148161.984375,0.8529280424118042
220,1.0,1.0,1.0,1.0,0.7895906312313111,0.30386727436088456,4.034057383250911e-06,7.8359461725110675,1,149429.53125,0.8908025026321411
225,1.0,1.0,1.0,1.0,0.838808953839673,0.3763220898011709,6.697400294797262e-06,7.836041703291104,1,146659.328125,0.7887929677963257
230,1.0,1.0,1.0,1.0,0.8352358508452576,0.4781037944446756,6.8449630816758145e-06,7.842220210266253,1,145631.28125,0.9325878620147705
235,1.0,1.0,1.0,1.0,0.8236590665621124,0.902395590893155,6.223738637345377e-06,7.843668503760827,1,144014.390625,0.9448928833007812
240,1.0,1.0,1.0,1.0,0.8652632298279014,0.7150174791932185,7.799972081556916e-06,7.85089276732432,1,143490.5,0.9557139277458191
245,1.0,1.0,1.0,1.0,0.8233230133273677,0.21115012192877583,5.408443939813878e-06,7.850765895702832,1,141748.265625,0.9157835841178894
250,1.0,1.0,1.0,1.0,0.9016687900068736,0.8208271816036716,7.1351000769936945e-06,7.853253791244669,1,141372.09375,0.9213426113128662
255,1.0,1.0,1.0,1.0,0.8520598436962427,0.010910899523100703,5.672925908584148e-06,7.85042860505757,2,113144.5078125,0.5696468949317932
260,1.0,1.0,1.0,1.0,0.7761946168613388,0.18013476985759314,2.554495495132869e-06,7.853769742324006,1,141007.0625,0.9123603701591492
265,1.0,1.0,1.0,1.0,0.70739212036413,0.0803451130799486,2.054150399999344e-06,7.8444399345285,3,88888.2109375,0.4080725908279419
270,1.0,1.0,1.0,1.0,0.6363290193185397,0.12137299165994511,1.8927852352135233e-06,7.842007754847288,1,142190.953125,0.8740530610084534
275,1.0,1.0,1.0,1.0,0.5795781280456851,-0.01368189009130441,1.71968019913038e-06,7.8365258889601765,1,138427.03125,0.7490138411521912
280,1.0,1.0,1.0,1.0,0.5457981431979232,-0.13464488389776028,1.7465487189838313e-06,7.834731756181936,4,74665.7265625,0.3158499598503113
285,1.0,1.0,1.0,1.0,0.5072359865256278,-0.05296016202598256,1.7412463648724952e-06,7.8108105548433535,2,120969.7734375,0.4643747806549072
290,1.0,1.0,1.0,1.0,0.48293745260569204,-0.09328804012115761,1.5891524753897102e-06,7.810536641025926,2,61017.11328125,0.4694056808948517
295,1.0,1.0,1.0,1.0,0.46910916848806006,-0.07908406538504105,1.5209402590699028e-06,7.810712884352229,1,61818.73046875,0.7340251207351685
300,1.0,1.0,1.0,1.0,0.4043711311811547,-0.1390818854318865,1.5381269804493058e-06,7.820738175498727,3,111788.1484375,0.5293223261833191
305,1.0,1.0,1.0,1.0,0.3703450060776316,-0.14726459819680346,1.432934027434385e-06,7.816830912963213,3,126615.4765625,0.5723126530647278
310,1.0,1.0,1.0,1.0,0.4168854041364941,-0.07220964837363072,1.1707398925864254e-06,7.79219861383552,5,168119.28125,0.45016059279441833
315,1.0,1.0,1.0,1.0,0.47532680670190236,-0.055423401859849966,1.0387178690507426e-06,7.73142198409593,2,230314.359375,0.8186355233192444
320,1.0,1.0,1.0,1.0,0.5808887254393414,-0.08246843522651845,1.0227314533040044e-06,7.735738890588519,3,184099.078125,0.4968940317630768
325,1.0,1.0,1.0,1.0,0.6275399100665353,-0.03729175873970804,1.151609808403009e-06,7.74022644780416,4,163969.890625,0.6960135698318481
330,1.0,1.0,1.0,1.0,0.5827115233708552,-0.013998521247578253,1.103732870433305e-06,7.754985252385851,3,176087.5625,0.8196457028388977
335,1.0,1.0,1.0,1.0,0.5770130984286836,-0.02230293805426438,1.1422429224694497e-06,7.770428983959651,3,186639.546875,0.8211739659309387
340,1.0,1.0,1.0,1.0,0.5941254993140742,-0.08525943865564727,1.2075403219569125e-06,7.783646911029764,3,188059.8125,0.8452572822570801
345,1.0,1.0,1.0,1.0,0.5884970758388667,-0.044777976101681716,1.2319303550611949e-06,7.7781417654111795,4,181323.421875,0.6815677285194397
350,1.0,1.0,1.0,1.0,0.6876058096270292,-0.018847496789253834,1.6007204521883978e-06,7.775711390635107,4,183507.109375,0.7354872822761536
355,1.0,1.0,1.0,1.0,0.8139690049326814,-0.20908327156555445,3.013878085766919e-06,7.783807117132544,3,176479.046875,0.7051021456718445
360,1.0,1.0,1.0,1.0,0.7723092378282224,-0.1298439243641014,2.1948114863334922e-06,7.786465921677902,3,173323.734375,0.7369411587715149
365,1.0,1.0,1.0,1.0,0.7487897774078643,0.2927041461341755,2.9798036393913208e-06,7.786355778237858,3,171817.484375,0.8085402846336365
370,1.0,1.0,1.0,1.0,0.729715899897384,-0.38811828122181985,2.8677729915216332e-06,7.783884586648834,3,168530.53125,0.6900689005851746
375,1.0,1.0,1.0,1.0,0.7013043336239924,-0.010243851274653914,1.3786336694465717e-06,7.7610090168676,3,167238.359375,0.5427100658416748
380,1.0,1.0,1.0,1.0,0.6138989946536073,-0.03483470052861301,1.327756990576745e-06,7.755725047014825,3,174258.921875,0.5951831936836243
385,1.0,1.0,1.0,1.0,0.6075897304076455,-0.023189870083426496,1.3810001746605849e-06,7.748728093818599,3,178775.328125,0.5575229525566101
390,1.0,1.0,1.0,1.0,0.6901852679336159,-0.05635522483839703,1.5407249520649202e-06,7.753899793368478,4,154497.9375,0.41090619564056396
395,1.0,1.0,1.0,1.0,0.6366189708617873,-0.06481113081194374,1.4979502793721622e-06,7.749741345645646,4,153772.71875,0.43318289518356323
400,1.0,1.0,1.0,1.0,0.5807822597876662,0.020552288362583968,1.4122714446784812e-06,7.764090003976358,3,184372.1875,0.49912381172180176
405,1.0,1.0,1.0,1.0,0.5846359080187383,-0.08673249043493422,1.2801853017663234e-06,7.757485766806881,3,185663.390625,0.6046364903450012
410,1.0,1.0,1.0,1.0,0.6572138731044497,-0.03757972731960602,1.2385056606945e-06,7.742225811366853,3,195932.140625,0.5138474106788635
415,1.0,1.0,1.0,1.0,0.6725467384502599,0.03120102290613666,1.293662080570357e-06,7.738491482416863,1,488227.71875,0.6063918471336365
420,1.0,1.0,1.0,1.0,0.6363970585673052,-0.004053051863935908,1.4436889159696875e-06,7.734326678369432,3,199817.953125,0.389522910118103
425,1.0,1.0,1.0,1.0,0.6457059531266409,-0.09496064905700737,1.4455232530963258e-06,7.734756434721739,2,291312.8125,0.4374846816062927
430,1.0,1.0,1.0,1.0,0.6452168047471964,-0.23499037890434332,1.5492805687244982e-06,7.74101402810355,3,197074.046875,0.4130154550075531
435,1.0,1.0,1.0,1.0,0.635757572305329,0.10109842716728161,1.3275090395836742e-06,7.756893047057411,2,263796.46875,0.46640270948410034
440,1.0,1.0,1.0,1.0,0.6955437512162446,-0.05466929372186963,1.2872895922555472e-06,7.766103339811126,3,202939.921875,0.3773646354675293
445,1.0,1.0,1.0,1.0,0.6556831531481286,-0.0721625449000084,1.2983905435248744e-06,7.748883807703205,3,207857.359375,0.4868643581867218
450,1.0,1.0,1.0,1.0,0.6084535109178147,-0.037588152799211044,1.2542288914119126e-06,7.750982748849528,3,211186.8125,0.4447380006313324
455,1.0,1.0,1.0,1.0,0.5874832657146152,-0.10711728498827275,1.2763844097207766e-06,7.7640920489300935,3,217795.546875,0.5046032071113586
460,1.0,1.0,1.0,1.0,0.525774391435227,-0.06250755743925439,1.2496890349211753e-06,7.754362233898891,3,227567.453125,0.5004649758338928
465,1.0,1.0,1.0,1.0,0.5116404000736297,-0.07362134449173735,1.2255649153303239e-06,7.764817079285993,3,242372.75,0.3322790563106537
470,1.0,1.0,1.0,1.0,0.5287086833914019,-0.10192232887428031,1.235031504620565e-06,7.79086089277548,3,256895.125,0.47493815422058105
475,1.0,1.0,1.0,1.0,0.5860252135655879,-0.0969391029247547,1.334020339527342e-06,7.80087524113953,3,255909.203125,0.47129878401756287
480,1.0,1.0,1.0,1.0,0.5947846360185761,-0.1001535687671171,1.4523446907332982e-06,7.824101196039716,2,386449.5625,0.6860183477401733
485,1.0,1.0,1.0,1.0,0.6804849697782583,0.0010666833755909964,2.122502792190062e-06,7.812029322971713,2,385458.90625,0.5254741311073303
490,1.0,1.0,1.0,1.0,0.6770077332175022,0.015633927643819538,1.4038155313755851e-06,7.807746190823532,2,386576.875,0.5486405491828918
495,1.0,1.0,1.0,1.0,0.5569373586927389,0.01564696030137173,1.3441059536489774e-06,7.816341489268924,2,405530.6875,0.6223195791244507
500,1.0,1.0,1.0,1.0,0.5796966161311174,-0.07328264214565873,1.5076584531925619e-06,7.822167116326269,3,274973.03125,0.4676390588283539
505,1.0,1.0,1.0,1.0,0.5516964039036049,-0.09072110770324025,1.7065027577700675e-06,7.814556353376677,1,52322.58984375,0.6041147112846375
510,1.0,1.0,1.0,1.0,0.5055501901971071,-0.053066595057628486,1.5965150623742375e-06,7.813832993469378,2,428828.0,0.6436315774917603
515,1.0,1.0,1.0,1.0,0.4633639331699562,-0.08417077517854059,1.6080651903394028e-06,7.822764418013859,4,403177.5625,0.42924705147743225
520,1.0,1.0,1.0,1.0,0.43184798923495743,-0.05779578710271932,1.7732033938955283e-06,7.817006448116202,3,268584.03125,0.44513049721717834
525,1.0,1.0,1.0,1.0,0.41310701978140935,-0.09851746746694089,1.761327780513966e-06,7.814359766600726,2,369423.8125,0.5380545854568481
530,1.0,1.0,1.0,1.0,0.36802319812071693,-0.14215998188469614,1.5798898402863415e-06,7.820507138837502,2,294686.8125,0.6667447090148926
535,1.0,1.0,1.0,1.0,0.3780851082009829,-0.07851020788672228,1.4553935443473165e-06,7.8065425202246885,3,339513.9375,0.5280973315238953
540,1.0,1.0,1.0,1.0,0.4283185697472355,-0.09322831914739835,1.4253913604989066e-06,7.806231240355643,3,318593.59375,0.4597911834716797
545,1.0,1.0,1.0,1.0,0.49108035756672286,-0.12160337909101895,1.3115600268065464e-06,7.802291137487288,1,45464.859375,0.5896368622779846
550,1.0,1.0,1.0,1.0,0.5124376708161886,-0.08597623613198992,1.256480118172476e-06,7.807154312028535,2,46381.015625,0.5440706014633179
555,1.0,1.0,1.0,1.0,0.5081866450536731,-0.06869868499848662,1.286000383515784e-06,7.805592021416353,2,242329.203125,0.6811752319335938
560,1.0,1.0,1.0,1.0,0.5302840903102317,-0.07277870340540551,1.3500183513315278e-06,7.807928226888053,2,226326.09375,0.6810301542282104
565,1.0,1.0,1.0,1.0,0.5504693904385355,-0.0749580070350088,1.376883233206172e-06,7.808146266990676,2,214969.734375,0.6396235823631287
570,1.0,1.0,1.0,1.0,0.565521085938842,-0.08184465215594221,1.4989957435318502e-06,7.80924053809038,2,202318.296875,0.5884414911270142
575,1.0,1.0,1.0,1.0,0.5749332237420036,-0.048970093260666,1.5612571360179572e-06,7.817088664730742,2,66454.09375,0.6250025629997253
580,1.0,1.0,1.0,1.0,0.5894461740427651,-0.02217202323514455,1.8018349692283664e-06,7.836004861058964,1,44941.9765625,0.6294129490852356
585,1.0,1.0,1.0,1.0,0.6374032950184311,0.03389828904398571,1.9878743842127733e-06,7.828781883694247,2,81866.421875,0.6047292947769165
590,1.0,1.0,1.0,1.0,0.6410336296785881,0.17575977064456927,2.0019360817968845e-06,7.8277185616283305,2,78333.6640625,0.679271936416626
595,1.0,1.0,1.0,1.0,0.6445842175108221,0.2530256425484989,2.0311720163590508e-06,7.826658109790166,3,53592.171875,0.5391523241996765
600,1.0,1.0,1.0,1.0,0.6541475397333902,0.33211757684373977,2.109820115947514e-06,7.832736888177585,2,44418.875,0.546937108039856
605,1.0,1.0,1.0,1.0,0.6754342144450673,0.1817645947333225,1.9958690700150328e-06,7.830024158467492,1,45842.078125,0.8591316938400269
610,1.0,1.0,1.0,1.0,0.7080284141531067,0.14093211529338523,1.9406948013056535e-06,7.835012987761854,2,76615.8125,0.6362455487251282
615,1.0,1.0,1.0,1.0,0.7500669367571342,-0.027746911827708533,2.179251850975561e-06,7.8341928096550015,2,73646.671875,0.5527963638305664
620,1.0,1.0,1.0,1.0,0.7906292058976115,0.1815684075936405,3.6836347589996876e-06,7.838016517180833,2,44834.53125,0.6137731075286865
625,1.0,1.0,1.0,1.0,0.8133627816892973,0.6906065515371874,6.173478141136002e-06,7.829409480767516,2,76192.6875,0.5674270391464233
630,1.0,1.0,1.0,1.0,0.8025742741415415,0.22108327896961663,4.7274670578190126e-06,7.8325098416261305,3,67195.7734375,0.5399937033653259
635,1.0,1.0,1.0,1.0,0.7687394857166284,0.6342846137221122,2.671546553756343e-06,7.834647404515184,2,44369.32421875,0.6349307298660278
640,1.0,1.0,1.0,1.0,0.7719569609907574,0.7328382590509619,3.311628915980691e-06,7.839138561929273,2,44981.875,0.5190410614013672
645,1.0,1.0,1.0,1.0,0.7731722627535028,0.7856811574014531,3.6135891150479438e-06,7.8301583536843795,2,72893.8671875,0.502906084060669
650,1.0,1.0,1.0,1.0,0.7754143310943775,0.8752571595174046,3.4426063848513877e-06,7.831851261990013,1,43031.9375,0.6542609333992004
655,1.0,1.0,1.0,1.0,0.7902492634849464,0.8282411759585528,3.881590600940399e-06,7.831336604279175,2,79773.0078125,0.5701019763946533
660,1.0,1.0,1.0,1.0,0.8068032030195478,0.8108041343418179,5.690711532224668e-06,7.837732968225309,3,65829.625,0.5423641204833984
665,1.0,1.0,1.0,1.0,0.8641858716205744,0.5449347606710089,5.917406269873027e-06,7.829560650429764,1,42030.45703125,0.7290952205657959
670,1.0,1.0,1.0,1.0,0.8959490429158341,0.2913816591597244,7.891211680544075e-06,7.8265584554359515,1,41383.2890625,0.7429620623588562
675,1.0,1.0,1.0,1.0,0.8240156812744058,0.5224565173155452,7.524136435677065e-06,7.824659736755679,2,41280.375,0.5085073709487915
680,1.0,1.0,1.0,1.0,0.7750907312250939,0.7624087773639838,3.71455894310202e-06,7.824970850634587,3,55706.32421875,0.3864980638027191
685,1.0,1.0,1.0,1.0,0.7447211115085238,0.45014664948848604,2.2766423626308097e-06,7.816734662759143,2,40252.7109375,0.45846840739250183
690,1.0,1.0,1.0,1.0,0.7322928675915062,0.3265843862082491,2.0262768885004334e-06,7.825934747830712,2,58472.265625,0.6410085558891296
695,1.0,1.0,1.0,1.0,0.6959030556556554,0.3344960925614421,1.985899643841549e-06,7.824561488679924,2,59565.453125,0.635097086429596
700,1.0,1.0,1.0,1.0,0.6898432708324005,0.12754676972121037,2.0294332898629364e-06,7.83967283206825,1,32096.14453125,0.4235302209854126
705,1.0,1.0,1.0,1.0,0.6699449366871452,0.03696982284374624,2.04170851247909e-06,7.834113799409821,3,35099.89453125,0.38825175166130066
710,1.0,1.0,1.0,1.0,0.6961239089098954,0.297045326203893,1.999095275095897e-06,7.8386601145929955,2,67316.921875,0.44192129373550415
715,1.0,1.0,1.0,1.0,0.6945856253326051,0.3198599820536212,2.0438883439055644e-06,7.83943440004618,3,49675.27734375,0.41131070256233215
720,1.0,1.0,1.0,1.0,0.7007875558235754,0.3370997339899031,2.111886942657293e-06,7.839663738304568,1,11970.3251953125,0.7706601619720459
725,1.0,1.0,1.0,1.0,0.6904119555503395,0.19854041887201007,2.128158484993037e-06,7.837621597188435,2,20140.453125,0.4617711305618286
730,1.0,1.0,1.0,1.0,0.6494330266894217,0.009380749258202682,2.080658759950893e-06,7.841051824662433,0,0.0,0.0
735,1.0,1.0,1.0,1.0,0.6228752075545325,0.08164625792317454,1.952493221324403e-06,7.8378265945097745,1,11960.458984375,0.3496587872505188
740,1.0,1.0,1.0,1.0,0.6124004772857611,0.009723485105711888,1.9740698462555883e-06,7.848531749375348,2,60849.046875,0.3449454605579376
745,1.0,1.0,1.0,1.0,0.5801838739963224,-0.0660862979041253,1.8539775510362233e-06,7.844806218693897,2,47621.67578125,0.2728051245212555
750,1.0,1.0,1.0,1.0,0.5779382351491812,-0.06614675131086771,1.8359685327595798e-06,7.847767554684783,2,216682.09375,0.5603501796722412
755,1.0,1.0,1.0,1.0,0.5386235231156409,-0.040228079825508606,1.8314931367058307e-06,7.851192234353107,2,163900.171875,0.8303359746932983
760,1.0,1.0,1.0,1.0,0.46252649569219595,-0.12948265301798206,1.934341753440094e-06,7.850142905366617,3,213721.109375,0.40719759464263916
765,1.0,1.0,1.0,1.0,0.48161906051060643,-0.09390870746439971,1.8161614434575313e-06,7.820590213453707,3,100566.6015625,0.7009063363075256
770,1.0,1.0,1.0,1.0,0.4566094845877002,-0.06762020794818918,1.8505671732782503e-06,7.8152019045856544,3,76130.3046875,0.6092666983604431
775,1.0,1.0,1.0,1.0,0.43284300958714683,-0.056134088560525035,2.228867742815055e-06,7.822793922665122,3,65870.1171875,0.42383697628974915
780,1.0,1.0,1.0,1.0,0.5377250573852553,-0.09848278105465263,2.6883826649282128e-06,7.822581689082274,2,93259.5234375,0.3954634666442871
785,1.0,1.0,1.0,1.0,0.5723281712675511,-0.06237806636014766,2.613553988339845e-06,7.82518535644333,1,31924.212890625,0.48846814036369324
790,1.0,1.0,1.0,1.0,0.5357921501577562,-0.010793459103393941,2.3701356894889614e-06,7.833252363511685,3,36326.34765625,0.46957719326019287
795,1.0,1.0,1.0,1.0,0.506598838309777,-0.08926521981680263,2.152900151486392e-06,7.820757213582173,4,31043.703125,0.5844950079917908
800,1.0,1.0,1.0,1.0,0.5056719419006673,-0.022660383979098163,1.8745097349892603e-06,7.8140062316710015,3,24458.822265625,0.7366359829902649
805,1.0,1.0,1.0,1.0,0.5148347923417518,-0.04017448150074088,1.6141909782163566e-06,7.803097740751494,3,22829.349609375,0.7019103169441223
810,1.0,1.0,1.0,1.0,0.5154955564011112,-0.01623504502666768,1.4993014474384836e-06,7.8152022217328305,3,25331.708984375,0.6237141489982605
815,1.0,1.0,1.0,1.0,0.5214920892398833,-0.1266005891557364,1.59402452482027e-06,7.825207586813774,3,108095.5234375,0.7068641781806946
820,1.0,1.0,1.0,1.0,0.6104349432051875,-0.018294274900479045,1.7728096963764983e-06,7.842032148402482,3,116768.0390625,0.6182408928871155
825,1.0,1.0,1.0,1.0,0.6546655091295477,-0.056864916444373165,2.0857103208982153e-06,7.82888558258976,3,114157.2734375,0.6393722891807556
830,1.0,1.0,1.0,1.0,0.7036195255585858,0.00570161182392381,2.6556926968623884e-06,7.835203882364094,5,105239.4140625,0.5332542657852173
835,1.0,1.0,1.0,1.0,0.7250625838266286,0.18013135629188576,2.6825530312635237e-06,7.840118142374791,4,82943.546875,0.5747023224830627
840,1.0,1.0,1.0,1.0,0.7257638251395787,0.22178974758521025,2.794747615553206e-06,7.840371155363001,4,71220.90625,0.5808550715446472
845,1.0,1.0,1.0,1.0,0.7424867907771823,0.6675301677180077,3.4404656616970897e-06,7.8272980797099425,5,51217.84375,0.5311837196350098
850,1.0,1.0,1.0,1.0,0.792747173884218,0.7345180136812608,5.609437721432187e-06,7.8286558839748475,4,26317.9765625,0.5960094928741455
855,1.0,1.0,1.0,1.0,0.8062788969307875,0.73635685727981,6.959990514587844e-06,7.830757327166004,4,22523.62890625,0.47339391708374023
860,1.0,1.0,1.0,1.0,0.77993651872119,0.7698253048842745,7.0928840614215005e-06,7.840450952744992,3,18204.111328125,0.5850651264190674
865,1.0,1.0,1.0,1.0,0.7874121546720574,0.9397678307041284,7.486491540475981e-06,7.841915793778878,5,48207.1484375,0.4786849617958069
